Date,Issuer,Coupon,Maturity,Spread,Curr,Outst,Book Mgr,Note,Identifier
04/06,CRED SUIS NY,2.950,04/09/25,+255,USD,1.5B,CS,04/09/20,BH596423 Corp
04/06,CRED SUIS NY,2.800,04/08/22,+255,USD,1.5B,CS,04/09/20,BH596421 Corp
04/06,HP ENTERPRISE,4.450,10/02/23,+412.5,USD,1.25B,JOINT LEADS,3C CONT,BH592773 Corp
04/06,DOLPHIN LB PTT,6.414,09/15/61,,USD,1,MSRW-sole,B 04/08/20,BH616113 Corp
04/06,HP ENTERPRISE,4.650,10/01/24,+425,USD,1000,JOINT LEADS,4C CONT,BH592774 Corp
04/06,CATERPILLAR INC,2.600,04/09/30,+200,USD,800,JOINT LEADS,10C CONT,BH589258 Corp
04/06,CATERPILLAR INC,3.250,04/09/50,+200,USD,1.2B,JOINT LEADS,30C CONT,BH589260 Corp
04/06,BROADCOM INC,5.000,04/15/30,+437.5,USD,2.25B,JOINT LEADS,10C CONT,BH588734 Corp
04/06,BROADCOM INC,4.700,04/15/25,+425,USD,2.25B,JOINT LEADS,5C CONT 144A,BH588731 Corp
04/06,BMW US CAP LLC,3.900,04/09/25,+350,USD,1.5B,JOINT LEADS,5C CONT 144A,BH589039 Corp
04/06,PACIFICORP,2.700,09/15/30,+205,USD,400,JOINT LEADS,10C CONT,BH594128 Corp
04/06,BMW US CAP LLC,3.800,04/06/23,+350,USD,1.5B,JOINT LEADS,144A 99.897,BH589036 Corp
04/06,BMW US CAP LLC,4.150,04/09/30,+350,USD,1000,JOINT LEADS,10C CONT,BH589042 Corp
04/06,PACIFICORP,3.300,03/15/51,+205,USD,600,JOINT LEADS,31C CONT,BH594129 Corp
04/06,MITSUB UFJ LEASE,3.967,04/13/30,+330,USD,350,JOINT LEADS,144A,BH606275 Corp
04/06,MITSUB UFJ LEASE,3.637,04/13/25,+320,USD,450,JOINT LEADS,144A,BH606270 Corp
04/06,ANALOG DEVICES,2.950,04/01/25,+262.5,USD,400,JOINT LEADS,5C CONT,BH594054 Corp
04/06,TUCSON ELEC PWR,4.000,06/15/50,+275,USD,350,JOINT LEADS,30C CONT,BH593447 Corp
04/06,BURLINGTON NORTH,3.050,02/15/51,+180,USD,575,JOINT LEADS,31C CONT,BH590376 Corp
04/06,FED HOME LN BANK,0.230,01/13/21,,USD,10,CCB-sole,9MO-NC,BH602590 Corp
04/06,FED HOME LN BANK,0.375,04/08/21,,USD,2,BB&T-sole,1-NC,BH601476 Corp
04/06,FED FARM CREDIT,0.875,10/13/22,,USD,572,JOINT LEADS,2.5-NC6MCONT,BH600524 Corp
04/06,FED FARM CREDIT,0.500,07/13/21,,USD,490,JOINT LEADS,1.25-NC3MCON,BH599241 Corp
04/06,FED HOME LN BANK,FRN,10/08/20,,USD,1000,JOINT LEADS,04/08/20,BH598169 Corp
04/06,FED HOME LN BANK,1.600,10/16/28,,USD,55,"FHN,MS",8.5-NC6MCONT,BH598226 Corp
04/06,FED HOME LN BANK,1.350,10/16/26,,USD,62,"FHN,MS",6.5-NC6MCONT,BH598154 Corp
04/03,DELL INT / EMC,6.100,07/15/27,+562.5,USD,500,JOINT LEADS,7C CONT 144A,BH564779 Corp
04/03,DELL INT / EMC,6.200,07/15/30,+562.5,USD,750,JOINT LEADS,10C CONT,BH564783 Corp
04/03,DELL INT / EMC,5.850,07/15/25,+550,USD,1000,JOINT LEADS,5C CONT 144A,BH564762 Corp
04/03,FEDEX CORP,3.800,05/15/25,+350,USD,1000,JOINT LEADS,5C CONT,BH566237 Corp
04/03,FEDEX CORP,4.250,05/15/30,+370,USD,750,JOINT LEADS,10C CONT,BH566238 Corp
04/03,FEDEX CORP,5.250,05/15/50,+410,USD,1.25B,JOINT LEADS,30C CONT,BH566240 Corp
04/03,MET LIFE GLOB,2.950,04/09/30,+240,USD,1000,JOINT LEADS,144A 99.794,BH564457 Corp
04/03,FARMER MAC,FRN,05/03/21,,USD,155,SIEWIL-sole,INCREASE,BH469408 Corp
04/03,FED HOME LN BANK,1.200,10/15/25,,USD,80,JOINT LEADS,5.5-NC6MOINC,BH569022 Corp
04/03,FED HOME LN BANK,1.750,04/08/30,,USD,25,JPM-sole,10-NC1 BERM,BH575352 Corp
04/03,FED HOME LN BANK,1.490,10/15/27,,USD,85,JOINT LEADS,7.5-NC6MOINC,BH569209 Corp
04/03,FED FARM CREDIT,0.375,04/08/22,+24,USD,1.1B,"NOMURA,WFS",04/08/20,BH566816 Corp
04/03,FED HOME LN BANK,1.400,04/15/27,,USD,55,"JPM,MS",7-NC1 CONINC,BH542786 Corp
04/03,FED HOME LN BANK,1.070,04/15/24,,USD,75,JOINT LEADS,4-NC6MO  INC,BH485288 Corp
04/03,INTERAMER DEV BK,2.125,01/15/25,+20.15,USD,3.3B,DB-sole,INCREASE,EK685342 Corp
04/02,TRANSDIGM INC,8.000,12/15/25,+756,USD,1.1B,JOINT LEADS,6C CONT 144A,BH538705 Corp
04/02,RUSH OBL GROUP,3.922,11/15/29,+330,USD,330,"CITI,JEFF",2020,BG837330 Corp
04/02,T-MOBILE USA INC,3.750,04/15/27,+325,USD,4B,JOINT LEADS,7C CONT 144A,BH534074 Corp
04/02,T-MOBILE USA INC,4.500,04/15/50,+325,USD,3B,JOINT LEADS,30C CONT,BH534089 Corp
04/02,TENET HEALTHCARE,7.500,04/01/25,+713,USD,700,JOINT LEADS,5C CONT 144A,BH533496 Corp
04/02,T-MOBILE USA INC,3.500,04/15/25,+312.5,USD,3B,JOINT LEADS,5C CONT 144A,BH534072 Corp
04/02,T-MOBILE USA INC,4.375,04/15/40,+325,USD,2B,JOINT LEADS,20C CONT,BH534083 Corp
04/02,1011778 BC ULC /,5.750,04/15/25,+537,USD,500,JOINT LEADS,5C CONT 144A,BH542094 Corp
04/02,T-MOBILE USA INC,3.875,04/15/30,+337.5,USD,7B,JOINT LEADS,10C CONT,BH534077 Corp
04/02,CITIGROUP INC,3.000,04/21/28,,USD,2,CITI-sole,8C 3MBERM,BH550645 Corp
04/02,HYUNDAI CAP AMER,6.375,04/08/30,+575,USD,650,JOINT LEADS,10C CONT,BH536329 Corp
04/02,BP CAP MKTS AMER,3.633,04/06/30,+300,USD,1.25B,JOINT LEADS,10C CONT,BH538564 Corp
04/02,BP CAP MKTS AMER,3.543,04/06/27,+300,USD,500,JOINT LEADS,7C CONT,BH538563 Corp
04/02,BP CAP MKTS AMER,3.194,04/06/25,+280,USD,750,JOINT LEADS,5C CONT,BH538562 Corp
04/02,BP CAP MKTS AMER,2.937,04/06/23,+265,USD,750,JOINT LEADS,3C CONT,BH538561 Corp
04/02,HYUNDAI CAP AMER,5.875,04/07/25,+550,USD,600,JOINT LEADS,5C CONT 144A,BH536323 Corp
04/02,HYUNDAI CAP AMER,5.750,04/06/23,+550,USD,550,JOINT LEADS,144A,BH536321 Corp
04/02,VMWARE INC,4.500,05/15/25,+412.5,USD,750,JOINT LEADS,5C CONT,BH538571 Corp
04/02,VMWARE INC,4.650,05/15/27,+412.5,USD,500,JOINT LEADS,7C CONT,BH538572 Corp
04/02,ROSS STORES INC,4.700,04/15/27,+425,USD,400,JOINT LEADS,7C CONT,BH538586 Corp
04/02,ROSS STORES INC,5.450,04/15/50,+425,USD,500,JOINT LEADS,30C CONT,BH538588 Corp
04/02,ROSS STORES INC,4.600,04/15/25,+425,USD,700,JOINT LEADS,5C CONT,BH538585 Corp
04/02,ROSS STORES INC,4.800,04/15/30,+425,USD,400,JOINT LEADS,10C CONT,BH538587 Corp
04/02,VMWARE INC,4.700,05/15/30,+412.5,USD,750,JOINT LEADS,10C CONT,BH538573 Corp
04/02,LLOYDS BK GR PLC,VAR,07/09/25,+350,USD,1.5B,JOINT LEADS,5C BERM,BH538579 Corp
04/02,EVERGY KANSAS,3.450,04/15/50,+220,USD,500,JOINT LEADS,30C CONT,BH538557 Corp
04/02,PACCAR FINL CORP,2.650,04/06/23,+240,USD,400,JOINT LEADS,MTN 04/07/20,BH538634 Corp
04/02,RYDER SYSTEM INC,4.625,06/01/25,+425,USD,400,JOINT LEADS,5C CONT MTN,BH538555 Corp
04/02,TRANSCANADA PL,4.100,04/15/30,+350,USD,1.25B,"CITI,JPM",10C CONT,BH537386 Corp
04/02,FED FARM CREDIT,1.050,04/13/23,,USD,325,JOINT LEADS,3-NC3MO  INC,BH525692 Corp
04/02,FED FARM CREDIT,0.950,04/01/25,,USD,245,NOM-sole,5-NC     INC,BH403529 Corp
04/02,FARMER MAC,2.100,04/13/35,,USD,50,CF-sole,15-NC2 BERM,BH545981 Corp
04/02,FED FARM CREDIT,1.150,04/09/25,,USD,540,JOINT LEADS,5-NC6MO CONT,BH544558 Corp
04/02,CPPIB CAPITAL,0.750,04/08/22,+56.65,USD,1.25B,JOINT LEADS,04/09/20,BH500539 Corp
04/02,NEVRO CORP,2.750,04/01/25,,USD,189.75,MS-sole,04/06/20,BH538930 Corp
04/02,CARNIVAL CORP,5.750,04/01/23,,USD,2.01B,"BofA,GS,JPM",04/06/20,BH536511 Corp
04/01,CARNIVAL CORP,11.500,04/01/23,+1162,USD,4B,"BofA,GS,JPM",3C CONT 144A,BH495992 Corp
04/01,SHELL INTL FIN,2.750,04/06/30,+215,USD,1000,JOINT LEADS,10C CONT,BH511838 Corp
04/01,SHELL INTL FIN,3.250,04/06/50,+210,USD,1.25B,JOINT LEADS,30C CONT,BH511839 Corp
04/01,SHELL INTL FIN,2.375,04/06/25,+205,USD,1.5B,JOINT LEADS,5C CONT,BH511836 Corp
04/01,EQUINOR ASA,3.125,04/06/30,+260,USD,1.5B,JOINT LEADS,10C CONT,BH511342 Corp
04/01,EQUINOR ASA,3.000,04/06/27,+255,USD,500,JOINT LEADS,7C CONT,BH511341 Corp
04/01,EQUINOR ASA,2.875,04/06/25,+250,USD,1.25B,JOINT LEADS,5C CONT,BH511340 Corp
04/01,EQUINOR ASA,3.700,04/06/50,+245,USD,1.25B,JOINT LEADS,30C CONT,BH511346 Corp
04/01,EQUINOR ASA,3.625,04/06/40,+240,USD,500,JOINT LEADS,20C CONT,BH511343 Corp
04/01,ANHEUSER-BUSCH,4.350,06/01/40,+305,USD,1000,JOINT LEADS,20C CONT,BH501866 Corp
04/01,ANHEUSER-BUSCH,3.500,06/01/30,+290,USD,1.75B,JOINT LEADS,10C CONT,BH501862 Corp
04/01,ANHEUSER-BUSCH,4.600,06/01/60,+330,USD,1000,JOINT LEADS,40C CONT,BH501871 Corp
04/01,ANHEUSER-BUSCH,4.500,06/01/50,+320,USD,2.25B,JOINT LEADS,30C CONT,BH501868 Corp
04/01,NEXTERA ENERGY,2.750,05/01/25,+240,USD,1.25B,JOINT LEADS,5C CONT,BH510510 Corp
04/01,CITIGROUP INC,VAR,04/08/26,+275,USD,3.5B,CITI,6C CONT,BH513847 Corp
04/01,BAIDU INC,3.425,04/07/30,+285,USD,400,"BofA,GS",10C CONT,BH495177 Corp
04/01,BAIDU INC,3.075,04/07/25,+275,USD,600,"BofA,GS",5C CONT,BH495169 Corp
04/01,PPL CAPITAL FDG,4.125,04/15/30,+350,USD,1000,JOINT LEADS,10C CONT,BH511600 Corp
04/01,DOLLAR GENERAL,4.125,04/03/50,+287.5,USD,500,JOINT LEADS,30C CONT,BH511489 Corp
04/01,DOLLAR GENERAL,3.500,04/03/30,+287.5,USD,1000,JOINT LEADS,10C CONT,BH511487 Corp
04/01,SOUTHERN CO,3.700,04/30/30,+310,USD,1000,JOINT LEADS,10C CONT A,BH509360 Corp
04/01,PENSKE TRUCK LE,4.000,07/15/25,+370,USD,500,JOINT LEADS,5C CONT 144A,BH508134 Corp
04/01,MILLENNIUM CONS,7.500,03/31/25,,USD,25,PIPR,AI 03/31/20,BH525656 Corp
04/01,MILLENNIUM CONS,7.500,03/31/25,,USD,25,PIPR,QIB 03/31/20,BH525650 Corp
04/01,FED FARM CREDIT,0.950,04/08/22,,USD,1.07B,JOINT LEADS,2-NC6MO CONT,BH517162 Corp
04/01,FREDDIE MAC,STEP,04/14/25,,USD,25,AP-sole,5-NC3MO BERM,BH524313 Corp
04/01,FED FARM CREDIT,0.520,04/13/23,,USD,100,WFS-sole,3-NC,BH521938 Corp
04/01,FED FARM CREDIT,0.450,04/08/21,,USD,460,JOINT LEADS,1-NC3MO CONT,BH518824 Corp
04/01,FARMER MAC,1.250,04/08/27,,USD,11,"INCAP,MSRW",7-NC2 BERINC,BH515472 Corp
04/01,FED HOME LN BANK,0.800,04/08/22,,USD,25,RJA-sole,2-NC1 CONT,BH517159 Corp
04/01,FED FARM CREDIT,0.875,04/08/24,,USD,300,JOINT LEADS,4-NC2 CONT,BH515737 Corp
04/01,FREDDIE MAC,1.125,04/14/25,,USD,25,JOINT LEADS,5-NC6MO BERM,BH514382 Corp
04/01,ASIAN DEV BANK,2.750,01/19/28,+21.85,USD,1.75B,BNPPAR-sole,INCREASE,AQ733689 Corp
04/01,FARMER MAC,0.700,04/07/25,,USD,10,MS-sole,5-NC,BH511407 Corp
04/01,FARMER MAC,0.600,04/06/23,,USD,8,WFS-sole,3-NC,BH511188 Corp
03/31,STATE OF ISRAEL,3.875,07/03/50,+250.2,USD,2B,JOINT LEADS,04/03/20,BH474260 Corp
03/31,STATE OF ISRAEL,2.750,07/03/30,+206.8,USD,2B,JOINT LEADS,04/03/20,BH474254 Corp
03/31,STATE OF ISRAEL,4.500,04/03/20,+312.7,USD,1000,JOINT LEADS,04/03/20,BH474265 Corp
03/31,ALBERTA PROVINCE,2.900,09/20/29,+84.5,CAD,2.06B,RBCCM-sole,INCREASE,EJ292912 Corp
03/31,DTE ELECTRIC CO,2.625,03/01/31,+195,USD,600,JOINT LEADS,11C CONT C,BH480964 Corp
03/31,CROWN CASTLE INT,4.150,07/01/50,+285,USD,500,JOINT LEADS,30C CONT,BH481252 Corp
03/31,CROWN CASTLE INT,3.300,07/01/30,+270,USD,750,JOINT LEADS,10C CONT,BH481250 Corp
03/31,IDAHO POWER CO,4.200,03/01/48,+110,USD,450,"JPM,WFS",INCREASE,AR743632 Corp
03/31,DOMINION ENERGY,3.375,04/01/30,+280,USD,1.5B,JOINT LEADS,10C CONT C,BH477295 Corp
03/31,INT DEV FIN CORP,ZERO,01/17/21,,USD,2,STFL-sole,E 04/07/20,BH494615 Corp
03/31,EDISON INTL,4.950,04/15/25,+462.5,USD,400,JOINT LEADS,5C CONT,BH482782 Corp
03/31,AMEREN CORP,3.500,01/15/31,+285,USD,800,JOINT LEADS,11C CONT,BH482990 Corp
03/31,VISA INC,2.700,04/15/40,+140,USD,1000,JOINT LEADS,20C CONT,BH479297 Corp
03/31,VISA INC,2.050,04/15/30,+140,USD,1.5B,JOINT LEADS,10C CONT,BH479296 Corp
03/31,VISA INC,1.900,04/15/27,+140,USD,1.5B,JOINT LEADS,7C CONT,BH479293 Corp
03/31,ATHENE HOLDING,6.150,04/03/30,+550,USD,500,JOINT LEADS,10C CONT,BH481393 Corp
03/31,AMERIPRISE FINL,3.000,04/02/25,+275,USD,500,JOINT LEADS,5C CONT,BH480842 Corp
03/31,GENERAL MILLS IN,2.875,04/15/30,+225,USD,750,"BofA,MS",10C CONT,BH479882 Corp
03/31,FOX CORP,3.500,04/08/30,+287.5,USD,600,JOINT LEADS,10C CONT,BH480387 Corp
03/31,FOX CORP,3.050,04/07/25,+275,USD,600,JOINT LEADS,5C CONT,BH480382 Corp
03/31,SAN DIEGO G & E,3.320,04/15/50,+200,USD,400,JOINT LEADS,30C CONT UUU,BH477868 Corp
03/31,AIA GROUP,3.375,04/07/30,+275,USD,1000,JOINT LEADS,10C CONT,BH476732 Corp
03/31,UNION PAC CORP,3.250,02/05/50,+115,USD,1.75B,JOINT LEADS,INCREASE,ZP746121 Corp
03/31,ASIAN DEV BANK,0.625,04/07/22,,USD,4.5B,"GS,MS,RBCCM",GMTN,BH455816 Corp
03/31,SWEDISH EXP CRED,0.750,04/06/23,,USD,1.75B,JOINT LEADS,04/06/20,BH455844 Corp
03/31,FED HOME LN BANK,0.670,04/02/25,,USD,6,INCAP-sole,5-NC,BH489684 Corp
03/31,FREDDIE MAC,1.125,10/14/25,,USD,25,JOINT LEADS,5.5-NC6MBERM,BH488169 Corp
03/31,SOUTHERN CAL ED,3.700,08/01/25,+80,USD,900,JOINT LEADS,INCREASE,AT816342 Corp
03/30,YUM! BRANDS INC,7.750,04/01/25,+737,USD,600,JOINT LEADS,5C CONT 144A,BH455872 Corp
03/30,SYSCO CORP,6.600,04/01/50,+525,USD,1.25B,JOINT LEADS,30C CONT,BH454505 Corp
03/30,SYSCO CORP,6.600,04/01/40,+525,USD,750,JOINT LEADS,20C CONT,BH454504 Corp
03/30,SYSCO CORP,5.950,04/01/30,+525,USD,1.25B,JOINT LEADS,10C CONT,BH454503 Corp
03/30,SYSCO CORP,5.650,04/01/25,+525,USD,750,JOINT LEADS,5C CONT,BH454502 Corp
03/30,VENTAS REALTY LP,4.750,11/15/30,+430,USD,500,"BofA,WFS",11C CONT,BH455990 Corp
03/30,INT DEV FIN CORP,2.000,11/20/37,+95,USD,25.6,STFL-sole,04/06/20,BH469548 Corp
03/30,SOUTHERN CAL ED,2.250,06/01/30,+125,USD,400,JOINT LEADS,INCREASE,BG552518 Corp
03/30,ORACLE CORP,3.600,04/01/40,+225,USD,3B,JOINT LEADS,20C CONT,BH454135 Corp
03/30,ORACLE CORP,2.950,04/01/30,+225,USD,3.25B,JOINT LEADS,10C CONT,BH454129 Corp
03/30,ORACLE CORP,2.800,04/01/27,+225,USD,2.25B,JOINT LEADS,7C CONT,BH454127 Corp
03/30,ORACLE CORP,2.500,04/01/25,+210,USD,3.5B,JOINT LEADS,5C CONT,BH454126 Corp
03/30,ORACLE CORP,3.850,04/01/60,+250,USD,3.5B,JOINT LEADS,40C CONT,BH454150 Corp
03/30,ORACLE CORP,3.600,04/01/50,+225,USD,4.5B,JOINT LEADS,30C CONT,BH454143 Corp
03/30,ANGLO AMERICAN,5.625,04/01/30,+500,USD,750,JOINT LEADS,10C CONT,BH455952 Corp
03/30,ANGLO AMERICAN,5.375,04/01/25,+500,USD,750,JOINT LEADS,5C CONT 144A,BH455950 Corp
03/30,EXELON CORP,4.700,04/15/50,+337.5,USD,750,JOINT LEADS,30C CONT,BH455965 Corp
03/30,EXELON CORP,4.050,04/15/30,+337.5,USD,1.25B,JOINT LEADS,10C CONT,BH455964 Corp
03/30,TJX COS INC,3.875,04/15/30,+320,USD,1.25B,JOINT LEADS,10C CONT,BH455870 Corp
03/30,TJX COS INC,4.500,04/15/50,+320,USD,750,JOINT LEADS,30C CONT,BH455871 Corp
03/30,TJX COS INC,3.500,04/15/25,+320,USD,1.25B,JOINT LEADS,5C CONT,BH455868 Corp
03/30,TJX COS INC,3.750,04/15/27,+320,USD,750,JOINT LEADS,7C CONT,BH455869 Corp
03/30,BAT CAPITAL CORP,4.700,04/02/27,+415,USD,900,JOINT LEADS,7C CONT,BH454571 Corp
03/30,BAT CAPITAL CORP,5.282,04/02/50,+400,USD,500,JOINT LEADS,30C CONT,BH454583 Corp
03/30,BAT CAPITAL CORP,4.906,04/02/30,+425,USD,1000,JOINT LEADS,10C CONT,BH454577 Corp
03/30,WISCONSIN P&L,3.650,04/01/50,+235,USD,350,JOINT LEADS,30C CONT,BH455966 Corp
03/30,OKLAHOMA GAS & E,3.250,04/01/30,+260,USD,300,JOINT LEADS,10C CONT,BH454420 Corp
03/30,AEP TRANSMISSION,3.650,04/01/50,+235,USD,525,JOINT LEADS,30C CONT M,BH455877 Corp
03/30,AFLAC INC,3.600,04/01/30,+295,USD,1000,JOINT LEADS,10C CONT,BH454594 Corp
03/30,FREDDIE MAC,1.125,07/06/23,,USD,50,WFS-sole,3.25-NC3MINC,BH468848 Corp
03/30,FED HOME LN BANK,0.875,04/06/23,,USD,250,NOM-sole,3-NC1 CONINC,BH433067 Corp
03/30,FREDDIE MAC,STEP,04/07/25,,USD,25,"INCAP,MSRW",5-NC3MO BERM,BH460505 Corp
03/30,FED HOME LN BANK,2.000,04/08/30,,USD,50,WFS-sole,10-NC1 CONT,BH458516 Corp
03/27,CREDIT SUISSE,VAR,04/01/31,+350,USD,3B,CS-sole,11C CONT,BH426716 Corp
03/27,TOYOTA MTR CRED,3.375,04/01/30,+265,USD,1000,JOINT LEADS,MTN 04/01/20,BH426278 Corp
03/27,TOYOTA MTR CRED,3.000,04/01/25,+265,USD,1.25B,JOINT LEADS,MTN 04/01/20,BH426277 Corp
03/27,TOYOTA MTR CRED,2.900,03/30/23,+260,USD,1.75B,JOINT LEADS,MTN 04/01/20,BH426276 Corp
03/27,OMNICOM GROUP,4.200,06/01/30,+350,USD,600,JOINT LEADS,10C CONT,BH427429 Corp
03/27,VIACOMCBS INC,4.750,05/15/25,+445,USD,1.25B,JOINT LEADS,5C CONT,BH428436 Corp
03/27,VIACOMCBS INC,4.950,01/15/31,+445,USD,1.25B,JOINT LEADS,11C CONT,BH428437 Corp
03/27,XCEL ENERGY INC,3.400,06/01/30,+270,USD,600,JOINT LEADS,10C CONT,BH427966 Corp
03/27,FED HOME LN BANK,1.250,04/07/25,,USD,75,"FHN,JPM,MS",5-NC6MO  INC,BH432607 Corp
03/27,ECOLAB INC,4.800,03/24/30,+387.5,USD,750,JOINT LEADS,INCREASE,BH178069 Corp
03/27,INTERAMER DEV BK,0.875,04/03/25,,USD,2B,JOINT LEADS,04/03/20,BH402538 Corp
03/27,TORONTO DOM BANK,1.450,04/03/23,+114.25,USD,1.25B,JOINT LEADS,144A 99.942,BH424201 Corp
03/27,FED HOME LN BANK,1.500,04/06/26,,USD,25,FHN-sole,6-NC3MO CONT,BH434455 Corp
03/27,FREDDIE MAC,1.200,04/06/22,,USD,500,NOM-sole,2-NC3MO 1X,BH428632 Corp
03/27,CVS HEALTH CORP,4.250,04/01/50,+280,USD,750,JOINT LEADS,30C CONT,BH397543 Corp
03/27,CON EDISON CO,3.950,04/01/50,+255,USD,1000,JOINT LEADS,30C CONT 20B,BH396431 Corp
03/26,NVIDIA CORP,3.500,04/01/40,+205,USD,1000,GS-sole,20C CONT,BH393780 Corp
03/26,NVIDIA CORP,2.850,04/01/30,+205,USD,1.5B,GS-sole,10C CONT,BH393779 Corp
03/26,NVIDIA CORP,3.700,04/01/60,+225,USD,500,GS-sole,40C CONT,BH393782 Corp
03/26,NVIDIA CORP,3.500,04/01/50,+205,USD,2B,GS-sole,30C CONT,BH393781 Corp
03/26,GOLDMAN SACHS GP,3.500,04/01/25,+300,USD,3.5B,GS-sole,5C CONT,BH400212 Corp
03/26,CON EDISON CO,3.350,04/01/30,+255,USD,600,JOINT LEADS,10C CONT 20A,BH396430 Corp
03/26,STANDARD CHART,VAR,04/01/31,+385,USD,2B,"BofA,MS,SCB",11C CONT,BH392778 Corp
03/26,WEYERHAEUSER CO,4.000,04/15/30,+337.5,USD,750,JOINT LEADS,10C CONT,BH398577 Corp
03/26,INTERPUBLIC GRP,4.750,03/30/30,+400,USD,650,JOINT LEADS,10C CONT,BH401300 Corp
03/26,CVS HEALTH CORP,3.625,04/01/27,+295,USD,750,JOINT LEADS,7C CONT,BH397540 Corp
03/26,CVS HEALTH CORP,4.125,04/01/40,+280,USD,1000,JOINT LEADS,20C CONT,BH397542 Corp
03/26,CVS HEALTH CORP,3.750,04/01/30,+295,USD,1.5B,JOINT LEADS,10C CONT,BH397541 Corp
03/26,STATE STREET CRP,VAR,03/30/23,+255,USD,750,"BofA,MS,WFC",3C CONT 144A,BH397295 Corp
03/26,PANAMA,4.500,04/01/56,,USD,2.5B,"CS,HSBC,JPM",36C CONT,BH397454 Corp
03/26,STATE STREET CRP,VAR,03/30/26,+245,USD,500,"BofA,MS,WFS",6C CONT 144A,BH397298 Corp
03/26,STATE STREET CRP,VAR,03/30/31,+235,USD,500,JOINT LEADS,11C CONT,BH397310 Corp
03/26,TARGET CORP,2.250,04/15/25,+185,USD,1.5B,JOINT LEADS,5C CONT,BH395609 Corp
03/26,CSX CORP,3.800,04/15/50,+245,USD,500,JOINT LEADS,30C CONT,BH396429 Corp
03/26,HOME DEPOT INC,3.300,04/15/40,+195,USD,1.25B,JOINT LEADS,20C CONT,BH394854 Corp
03/26,AMER FINL GROUP,5.250,04/02/30,+462.5,USD,300,JOINT LEADS,10C CONT,BH398065 Corp
03/26,HOME DEPOT INC,2.500,04/15/27,+190,USD,750,JOINT LEADS,7C CONT,BH394852 Corp
03/26,HOME DEPOT INC,3.350,04/15/50,+200,USD,1.5B,JOINT LEADS,30C CONT,BH394855 Corp
03/26,FED HOME LN BANK,1.650,04/01/27,,USD,60,JOINT LEADS,7-NC1 CONINC,BH403224 Corp
03/26,HUNT INGALLS IND,4.200,05/01/30,+340,USD,500,JOINT LEADS,10C CONT,BH400462 Corp
03/26,HOME DEPOT INC,2.700,04/15/30,+195,USD,1.5B,JOINT LEADS,10C CONT,BH394853 Corp
03/26,HUNT INGALLS IND,3.844,05/01/25,+340,USD,500,JOINT LEADS,5C CONT 144A,BH400460 Corp
03/26,WELLS FARGO CO,VAR,04/04/51,+370,USD,5.5B,WFC,INCREASE,BH253977 Corp
03/26,MORGAN STANLEY,VAR,04/01/31,+285,USD,3B,MS-sole,11C BERM MTN,BH397538 Corp
03/26,RAYMOND JAMES,4.650,04/01/30,+390,USD,500,JOINT LEADS,10C CONT,BH397112 Corp
03/26,TARGET CORP,2.650,09/15/30,+190,USD,1000,JOINT LEADS,10C CONT,BH395610 Corp
03/26,AUTOZONE INC,3.625,04/15/25,+320,USD,500,JOINT LEADS,5C CONT,BH399195 Corp
03/26,AUTOZONE INC,4.000,04/15/30,+320,USD,750,JOINT LEADS,10C CONT,BH399217 Corp
03/26,NORTHWEST NATL,3.600,03/15/50,+225,USD,150,JOINT LEADS,30C CONT MTN,BH399268 Corp
03/26,FREDDIE MAC,1.250,03/30/23,,USD,100,"JEFF,WFS",3-NC3MO BERM,BH412026 Corp
03/26,FED HOME LN BANK,1.950,04/06/29,,USD,25,FHN-sole,9-NC3MO CONT,BH408741 Corp
03/26,FREDDIE MAC,1.150,03/30/22,,USD,1000,DB-sole,2-NC3MO  INC,BH335956 Corp
03/26,FED HOME LN BANK,1.850,04/06/28,,USD,50,FHN-sole,8-NC3MO CONT,BH407286 Corp
03/26,FED FARM CREDIT,2.000,04/08/30,,USD,280,JOINT LEADS,10-NC1 CONT,BH403540 Corp
03/26,FED HOME LN BANK,1.250,04/01/24,,USD,50,INCAP-sole,4-NC6MO  INC,BH355920 Corp
03/25,BANK OF AMER CRP,VAR,03/20/51,+260,USD,5.5B,BofA-sole,INCREASE,BG992268 Corp
03/25,3M CO,3.050,04/15/30,+225,USD,600,JOINT LEADS,10C CONT,BH344820 Corp
03/25,3M CO,2.650,04/15/25,+215,USD,500,JOINT LEADS,5C CONT,BH344819 Corp
03/25,MARVIN J BASE,VAR,03/01/70,,USD,2.99,STERNB-sole,50C CONT,BH383186 Corp
03/25,3M CO,3.700,04/15/50,+230,USD,650,JOINT LEADS,30C CONT,BH344822 Corp
03/25,NIKE INC,2.750,03/27/27,+200,USD,1000,JOINT LEADS,7C CONT,BH345383 Corp
03/25,NIKE INC,2.400,03/27/25,+190,USD,1000,JOINT LEADS,5C CONT,BH345382 Corp
03/25,NIKE INC,3.375,03/27/50,+190,USD,1.5B,JOINT LEADS,30C CONT,BH345388 Corp
03/25,NIKE INC,3.250,03/27/40,+180,USD,1000,JOINT LEADS,20C CONT,BH345385 Corp
03/25,DEERE & CO,3.750,04/15/50,+225,USD,850,JOINT LEADS,30C CONT,BH345362 Corp
03/25,NIKE INC,2.850,03/27/30,+200,USD,1.5B,JOINT LEADS,10C CONT,BH345384 Corp
03/25,DEERE & CO,3.100,04/15/30,+225,USD,700,JOINT LEADS,10C CONT,BH345361 Corp
